report_id,stock_code,stock_name,report_title,report_date,report_type,analyst_name,company_name,rating,opinion_change,target_price,current_price,upside_potential,investment_rationale,created_at
e2b5aa22-4584-4397-ab37-527b290105b7,222800,심텍,"GDDR 6,7 그리고 비메모리",2025-07-05,기업분석,이건재,IBK투자증권,매수,유지,32000.0,23250.0,37.6,"동사의 2Q25 예상 실적을 매출액 3,168억 원(+1.7%, YoY), 영업이익 19억 원 (-47.3%, YoY)으로 예상한다. 올해 동사의 실적 추이는 뚜렷한 상저하고의 모습을 목표주가 32,000원 나타낼 것으로 기대된다. 하반기 실적 성장의 주된 원인은 GDDR(Graphics Double Data Rate)6, 7과 비메모리 반도체의 매출 증대가 주요할 것으로 보인다. 2022년 호실적 이후 지난 2년간 아쉬운 모습을 나타냈지만 2025년을 기점으로 실적 부진을 KOSDAQ (6/27) 781.56pt 시가총액 741십억원 마무리 짓고 하반기부터 실적 성장에 대한 기대감이 반영될 것으로 예상된다. 동사를 주목하고 있는 이유는 크게 두 가지다. 첫째, AI 반도체 보급 확대와 신규애 외국인 지분율 5.3% 플리케이션 보급 확대로 GDDR6, 7 매출 증가가 확실시되기 때문이다. GDDR 분야 배당수익률 (2025F) 0.4% 에서 동사는 국내 최고 수준의 시장 지배력과 전문성을 보유하고 있어 관련 산업 성 장에 따른 직접적 낙수 효과가 이어질 것으로 판단한다. 둘째는 비메모리 사업의 확장이다. 국내 반도체 소부장 기업들은 환경적 요인으로 주가상승 1M 6M 12M 률상대 기준 16% 78% -29% 메모리 사업부 편중이 심한 편이다. 하지만 동사는 지속적으로 비메모리 패키징 절대기준 25% 109% -34% (FC-CSP, SiP) 사업을 고도화하며 고객사 다변화에 힘써 왔다. 그 결과, 수익성 높 현재 직전 변동 은 신규 고객사가 최근 지속적으로 확보되고 있어, 향후 비메모리 비중 확대를 통해 실적 안정성과 수익성이 개선될 것으로 기대된다. 목표주가 32,000 - - 투자의견 매수, 목표주가 32,000원 심텍 주가추이 동사에 대한 투자의견 매수와 목표주가 32,000원을 제시한다. 목표주가는 12MF (좌) (원) BPS 14,569원에 지난 5년 평균 PBR 2.2배를 적용한 수치로 상승 여력은 37.6%다.",2025-07-05 14:22:47
f168b7da-5632-415d-8bf5-1b8db8331b60,071840,롯데하이마트,무더위와 지원금,2025-07-05,기업분석,남성현,IBK투자증권,매수,유지,9000.0,9000.0,0.0,"2분기부터 이익 성장 구간 2분기부터 롯데하이마트의 실적 성장 가능성에 주목할 필요가 있다. 동사의 2분기 매출액은 6,033억 원(전년동기대비 +2.4%), 영업이익은 122억 원(전년동기대비 목표주가 9,000원 +336.8%)을 기록할 것으로 추정한다. 이러한 추세는 하반기에도 이어질 것으로 전 망한다. 2분기 실적 성장 근거는 1) 판촉사원 직고용 효과가 본격화되면서 기존점 매 출액 감소가 제한되고 있고, 2) 계절적 성수기 진입 및 관련 상품 판매 호조, 3) 비효 KOSPI (6/25) 3,108.25pt 시가총액 191십억원 율 점포 정리에 따른 효과가 본격화 될 것으로 판단하기 때문이다. 부진한 경기 상황에도 동사의 기존점 매출액 감소는 제한되는 것으로 파악되는데, 이는 구조조정 및 판매인력 전문성 확대에 따른 효과로 해석된다. 6월 이후 계절성 60일 일평균거래대금 0십억원 이 뚜렷해지고 있고, 고마진 비중 증가에 따른 수익성 개선이 나타나고 있는 만큼 이익 성장은 가능하다는 판단이다. 배당수익률 (2025F) 4.3% 추경예산 1등급 효율가전 지원금 3,261억 원 2020년 정부는 내수소비 진작을 위해 1등급 효율가전 지원금을 3,000억 원 사용하 주가상승 1M 6M 12M 였다. 당시 고효율 가전기기 구매비용 환급 대상은 221만명으로 알려져 있다. 이번 률상대 기준 -11% -15% -19% 추경에는 그때보다 약 9% 증가한 3,261억 원의 환급 지원금이 예정되어 있어 관련 효과는 더욱 커질 것으로 판단한다. 2020년 5~7월동안 가전제품 소매판매 성장률은 투자의견 매수 매수 - 각각 +12.7%, +24.7%, +12.5% 성장하였다. 같은 해 4월에는 +6.7% 성장하였다는 목표주가 9,000 9,000 - 점을 고려하면 추경에 따른 효과가 작용하였다고 볼 수 있다. 2025년 가전제품 소매 판매 성장률은 1분기 -7.5%, 4월에도 -10.6%를 기록하면서 부진한 흐름을 이어가 고 있다. 당시와 동일한 효과가 나올지는 모르지만, 추경에 따른 효과를 기대해도 롯데하이마트 주가추이 3,260 9,600 투자의견 매수, 목표주가 9,000원 유지",2025-07-05 14:22:50
56317ecc-3bea-47aa-980f-ae929202189b,,삼성물산,삼성물산은 현재 원전과 주택 양축에서 모두 구조적 전환을 시도하고 있다. 원전,2025-07-05,기업분석,료는,IBK투자증권,안내 (투자기간 12개월) 투자등급 통계 (2024.04.01~2025.03.31),유지,,,,"부문에서는 기존의 시공 중심 역할에서 벗어나, SMR(소형모듈원자로)을 중심으로 한 EPC(설계·조달·시공) 비즈니스로 확대 중이다. 동사는 현재 FEED(사업 비용을 산출하기 위한 기본설계) 수행 중인 루마니아 뉴스케일 SMR 프로젝트(24년 11월 수주) 시작으로, 스웨덴·에스토니아 등 북유럽 국가들에서 초기 사업자로서의 입지를 대형 원전은 한수원·한전과 함께 참여하는 G2G(정부 대 정부) 방식으로 제한적 대응에 나서고, 독자 EPC로는 SMR 중심 전략을 강화 중이다. 동사는 초기 SMR 시장에 빠르게 선점하여 표준화된 설계와 납기 경쟁력을 무기로, 글로벌 SMR 시장에서 반복 수주 기반의 구조적 성장을 추구하고 있다. 또한, 동사는 발전설비 시공을 넘어, 전력생산 -> 송전 인프라 -> 에너지 저장 및 활용 -> 수소 생산 및 공급에 이르기까지 에너지 전 단계를 포괄하는 사업모델을 구축 중에 있다. 넥스트 홈으로 구현하는 고급화 전략과 구조 혁신 동사는 주택 부문에서 ‘넥스트 홈’이라는 기술 기반 주거상품을 앞세워 구조 혁신과 고급화 전략을 동시에 추진하고 있다. 2025년 6월 기준, 도시정비사업 누적 수주액은 약 5.0조 원으로 국내 건설사 중 3위를 기록하고 있으며, 서울 강남·서초·압구정 등 고소득 밀집지역에서의 수주가 집중되고 있다. 향후에는 래미안 브랜드력뿐만 아니라, 고급 단지 중심의 수주 확대에 있어 차별화된 구조 기술, 특히 ‘공간의 자유도’를 확보한 넥스트 홈 시스템이 핵심 경쟁력으로 작용할 것으로 판단한다.",2025-07-05 14:22:51
e11756c1-ba8a-46f9-9d70-15a358e0bb43,388790,라이콤,"광통신 장비가 주력, 영업부진 지속",2025-07-05,기업분석,김운호,IBK투자증권,Not Rated - - 금이 감소하는 추세이다. 부채 비율을 걱정할 수준은 아니지만 유동성 유지에 대한,유지,,,,"광증폭기가 주력 제품 라이콤의 주력 제품은 광증폭기이며 이는 24년 매출에서 66.6%를 차지하고 있다. 광증폭기는 광신호 전송에 따른 광섬유의 손실과 각종 시스템 구성에 사용되는 부품 들의 손실에 의해 약해진 광신호를 광-전-광 변환 없이 광신호를 직접 증폭하는 장 치이다. 통신망에서 주로 사용된다. 동사의 주요 고객은 일본, 유럽 사업자이다. 광 송수신기는 24년 매출에서 14.3% 비중이다. 광송수신기는 아날로그 및 유선 사업부 KOSDAQ (6/26) 787.95pt 시가총액 79십억원 분의 하나로서, CATV망을 위해 개발된 양산 제품군이다. 유럽 사업자가 주요 고객 발행주식수 30,590천주 이다. 광중계기는 24년 매출에서 17.4% 비중이다. 자율 주행/6세대 통신 관련 관심 부상 자율 주행 관련 기대감은 여전히 높지만 실적에 반영되는 시점을 확인하기는 어려울 배당수익률 (2024.12월) 0.0% 것으로 판단한다. 동사는 레이저 기술을 이용한 초소형 펄스드 파이버 레이저를 개 주주구성 발해서 라이다 개발 업체로 공급한 이력은 있다. 아직 매출에서 차지하는 비중은 의 김성준 외 14 인 60.54% 미 없는 수준이지만 기대감은 여전히 높다. 이와는 별개로 6세대 통신 관련 수혜주 로도 언급되는 것은 광통신 부품과 관련되어 있는 것으로 생각한다. 주가상승 1M 6M 12M 본업 부진에 따른 재무 상황은 확인할 변수 현재 직전 변동 라이콤의 재무 상황은 매출액이 감소하고 있고, 영업적자가 유지되고 있어 보유 현 투자의견 Not Rated - - 금이 감소하는 추세이다. 부채 비율을 걱정할 수준은 아니지만 유동성 유지에 대한 목표주가 - - - 노력은 필요하다고 판단한다. 2025년 1분기말 기준 재고자산의 규모는 매출액에 비 EPS(24) -125 - - 해서는 다소 높은 수준인 것으로 판단한다. 2025년 1분기 말 재고 자산이 55.8억원 인데 비해서 2025년 1분기 매출액은 37억원에 불과해서 향후 매출에 따라 유동적일",2025-07-05 14:22:52
9fd53ee7-1c1e-4bef-b535-785b28e36980,004000,롯데정밀화학,경쟁사 설비 폐쇄로 역외 ECH 수출 확대 전망,2025-07-05,기업분석,이동욱,IBK투자증권,매수,유지,55000.0,55000.0,0.0,"경쟁사 설비 폐쇄로 역외 ECH 수출 확대 전망 정기보수 등으로 2분기 실적은 부진할 전망 롯데정밀화학의 올해 2분기 영업이익은 92억 원으로, 전 분기 대비 50.8% 감소하며 시 장 기대치를 하회할 전망이다. 이는 수출주에 부정적인 환율 영향, 전 사업장의 대규모 목표주가 55,000원 정기보수로 인한 기회비용 발생, 그리고 일부 ECH 플랜트(6만 톤)의 기술적 문제로 인 한 고정비 부담 증가 등이 원인이다. 다만, 하반기에는 1) 글리세린 가격 상승, 프로필렌 가격 하락, 국내 에폭시수지 판매량 확대에 따른 ECH 스프레드 개선, 2) 그린소재부문 KOSPI (6/27) 3,055.94pt 시가총액 1,022십억원 식의약 라인 증설 효과, 3) 이란의 암모니아 생산량 감축으로 인한 암모니아 가격 반등 등으로 상반기 대비 실적이 크게 개선될 것으로 예상된다. 또한, 솔루스첨단소재 관련 추 가 손실 인식 가능성이 사라진 점은 올해 세전이익 개선에 긍정적으로 작용할 전망이다. 시가총액 1조원 Vs. 실제 현금화 가능 자산 0.7조원 올해 1분기 말 동사의 현금 및 현금성 자산은 3,873억 원으로, 2022년 고점(5,780억 원) 배당수익률 (2025F) 3.5% 대비 감소한 상황이다. 이는 수익성이 높은 식의약 라인과 TMAC 증설에 Capex가 투입 되었고, 장기 성장성을 고려한 암모니아 신규 사업(파이프라인 투자, 선박 매입 등)에 대 국민연금공단 8.89% 규모 투자가 이루어졌기 때문이다. 그러나 단기금융상품 및 대여금을 포함한 동사의 실 주가상승 1M 6M 12M 제 현금화 가능 자산은 7,016억 원으로, 현재 시가총액의 약 70% 수준이다. 보유 현금을 고려할 때 동사의 올해 PBR은 0.4배로, IMF 이후 가장 저평가된 상황으로 보인다. 국내 ECH, 유럽 및 미국향 수출 비중 확대 유럽 및 미국의 우호적인 에폭시수지 관세 발표로 국내 에폭시수지의 유럽 및 미국 수출 목표주가 55,000 55,000 - EPS(25) 3,890 4,215 ▼ 이 최근 증가 추세로 전환되었다. 이에 따라 원재료인 ECH 또한 2025년 6월 이후 수출 EPS(26) 6,933 7,106 ▼ 이 증가할 것으로 전망된다. 한편, 재작년 국내 ECH의 아시아 지역 수출 비중은 50%였 롯데정밀화학 주가추이 으나, 올해 5월 말 누계 기준 12%로 감소하였다. 그리고 판가가 높은 유럽과 북미 수출 비중은 재작년 대비 각각 20%p, 17%p 증가했다. 이는 동사의 지역별 수출 다변화 전략 3,260 롯데정밀화학(… 52,000 추진에 기인한다. 참고로 최근 Westlake의 네덜란드 Pernis ECH 플랜트(9만 톤) 영구 3,060 47,000 폐쇄 결정은 동사의 ECH 역외 수출에 추가적으로 긍정적인 영향을 미칠 전망이다.",2025-07-05 14:22:55
d0ee5fa8-8531-4767-bf70-48438aa59192,290560,신시웨이,좋아질 일만 남았다,2025-07-05,기업분석,오지훈,IBK투자증권,Not Rated - - 을 통해 생산성을 극대화할 수 있는 방향으로 기능을 지속적으로 확장하고 있다.,유지,,,,"신규 계약이 1년 후 유지보수 매출로 쌓여가는 선순환 구조 신시웨이는 데이터베이스 보안 제품을 주력으로 개발, 공급하는 데이터 보안 전문 기업이다. DB와 시스템에 저장된 개인정보, 민감정보를 보호하기 위한 DB 접근제어 (페트라)와 DB 암호화(페트라 사이퍼), 파일암호화(페트라 파일 사이퍼) 등의 제품을 공공과 금융, 제조 기업 등에 서비스하고 있다. 동사는 2025년 연간 매출액이 YoY +18% 증가해 140억 원 수준까지 성장할 예정이라 가이던스를 주고 있다. 매출이 성 KOSDAQ (6/27) 781.56pt 시가총액 27십억원 장하는 주된 이유는 기존 계약 건들 중 올해 유지보수 계약이 도래하는 계약들이 있 발행주식수 3,727천주 기 때문이다. 유지보수 계약의 수익성은 신규 계약 수익성보다 좋다고 추정되며, 이 에 따라 올해 매출과 수익성은 모두 전년동기대비 성장할 것으로 예상된다. 60일 일평균거래대금 0십억원 내수시장의 한계를 극복하기 위해 AI 기반 업무 솔루션 신사업 확장 배당수익률 (2024.12월) 0.0% DB 보안 외에도 인공지능(AI) 기반 업무 솔루션 시장으로 사업 영역을 확장하고 있 주주구성 다. 이를 위해 지난 5년간 자체 개발해 온 스마트워크 솔루션인 '신시OS'의 상용화를 엑셈 외 5 인 56.04% 추진 중이다. 신시OS는 AI 기술을 활용해 조직의 효율적인 협업을 지원하는 데 특 화된 솔루션이다. 조직이 추구하는 가치를 명확히 설정하고, 이를 실제 업무와 프로 주가상승 1M 6M 12M 젝트를 통해 구현하도록 돕는 방식으로 운영된다. 또한, 신시OS는 조직 구성원들의 절대기준 7% 19% -15% 성과를 공정하게 평가하는 기능을 갖춰, 보상 및 인사 평가의 신뢰도를 높이고 궁극 현재 직전 변동 적으로 업무 몰입도를 향상시키는 데 기여한다. 현재는 AI와 사람의 효과적인 협력 투자의견 Not Rated - - 을 통해 생산성을 극대화할 수 있는 방향으로 기능을 지속적으로 확장하고 있다. 목표주가 - - - 동사는 작년 12월 총 10억원 규모의 자사주 취득 신탁계약을 체결하고 6개월간 매수 한 자사주 15만 850주를 소각하기로 결정했다. 이는 총발행주식수의 3.9%에 해당하 는 물량이다. 더불어 6월 24일에는 71,839주의 자사주에 대한 취득 신탁계약을 추 860 8,400 가 체결했다. 향후 해당 물량에 대한 소각 가능성도 높다고 판단한다.",2025-07-05 14:22:57
d6590aae-4aa3-48bd-9ae8-9eba6a8bb98f,005180,빙그레,실적 눈높이 하향,2025-07-05,기업분석,김태현,IBK투자증권,매수,유지,110000.0,110000.0,0.0,"2분기도 부진한 실적 흐름 이어질 듯 2분기 연결 매출액과 영업이익이 각각 4,170억원(+2.3% yoy), 354억원(-21.1% yoy) 으로 기존 추정치(4,318억원 / 458억원)와 컨센서스(4,298억원 / 487억원)를 하회할 목표주가 110,000원 전망이다. 지난 1분기와 매우 유사한 실적 흐름이 예상된다. 내수 소비 부진이 지속 되는 가운데, 코코아·커피·혼합탈지분유 등 투입 원가 상승과 통상임금 확대에 따 른 인건비 부담이 실적에 영향을 주고 있다. 판촉은 줄었지만, 더단백, 요맘때 등 광 KOSPI (6/30) 3,071.70pt 시가총액 812십억원 고 집행이 확대되며 마케팅 비용도 증가한 것으로 보인다. 다만, 주가는 일부 실적 발행주식수 9,556천주 우려를 선반영하고 있어 기존 목표주가는 유지한다. 부문별로는 냉장류(별도_유음료 등) 매출이 1,503억원(-4.3% yoy)으로 전망된다. 3 배당수익률 (2025F) 4.0% 월 일부 제품 가격 인상에도 소비 부진으로 외형 성장이 쉽지 않았을 것으로 보인 주주구성 다. 냉동류(별도_빙과, 스낵, 더단백 등 상온제품)는 2,000억원(+10.1% yoy)으로 추 김호연 외 3 인 42.16% 정되는데, 날씨 영향으로 빙과는 소폭 성장에 그치겠지만, 상온커피와 더단백 판매 호조가 전체 성장을 견인할 전망이다. 해외법인 중 미국은 메로나 등 빙과 판매 호 주가상승 1M 6M 12M 조로 실적 개선세가 지속되며, 베트남은 프로모션 확대에 따라 매출은 증가하지만 률상대 기준 -18% -18% -21% 절대기준 -6% 4% -13% 수익성은 하락할 가능성이 크다. 중국은 소비 둔화로 매출은 감소하겠으나 마케팅 현재 직전 변동 축소로 이익 개선세는 이어질 전망이다. 목표주가 110,000 110,000 - 하반기 원가 부담 완화 및 빙과 판매 개선 기대 EPS(25) 9,852 10,238 ▼ EPS(26) 11,958 12,199 ▼ 한편, 주요 원가 부담 요인 중 하나였던 코코아 가격이 올들어 안정세를 보이고 있 는 점은 긍정적이다. 2분기(4/1~6/30) 코코아 선물 가격은 전년 동기간 대비 18.5% 하락했으며, 재고 반영 시기는 다소 시차가 있으나 3분기부터 원가 부담 완화 효과 가 나타날 것으로 기대된다. 또한 최근 들어 평년 대비 기온이 높아져 3분기 빙과 3,060 94,000 실적 개선 가능성도 유효하다.",2025-07-05 14:22:59
7e2bd481-e383-44c6-9211-e21214005d5d,459100,위츠,탐방노트: 하반기 실적 개선 기대감 유효,2025-07-05,기업분석,강민구,IBK투자증권,Not Rated - -,유지,,,,"탐방노트: 하반기 실적 개선 기대감 유효 삼성전자 무선 충전 모듈 및 충전기 파트너사 동사는 삼성전자 파트너사로서 스마트폰용 무선 충전 모듈 및 무선 충전기를 공급한다. 전자 및 전장 사업부로 사업 구조를 이분화했으며, 전자 부문은 모바일 무선 충전기 및 게이밍 디스플레이가, 전장 부문은 EV 충전기 및 전력통신제어 모듈이 주요 제품이다. Cash-Cow 제품인 모바일 무선 모듈과 충전기가 전체 매출액 대비 70% 비중을 차지한다. KOSDAQ (7/3) 793.33pt 1분기 매출액은 321.6억원(YoY, +51.6%), 영업이익은 7.6억원(YoY, +11.7%)을 액면가 500원 기록했다. 갤럭시 S25 시리즈 판매 호조에 따른 무선 충전 모듈 매출 증가, 게이밍 52주 최고가 15,870원 디스플레이 신규 매출 발생, 전력통신제어 모듈 안정화가 호실적을 견인했다. 60일 일평균거래대금 8억원 게이밍 디스플레이 시장 진출 배당수익률 (2024.12월) 3.1% 24년 신규사업인 게이밍 디스플레이 시장에 진출했다. 카지노용 게이밍 디스플레이 주주구성 시장은 연간 6,000억원 규모로 형성되며, 소수의 업체가 과점 중이다. 동사는 켐트로닉스 외 27 인 65.66% 보유한 무선충전 기술과 모회사의 식각 기술을 활용해 자체적인 게이밍 디스플레이 주가상승 1M 6M 12M 률상대 기준 -5% -40% 0% 2년 내 시장 점유율 15% 이상을 목표로 사업을 고도화할 계획이며, 기존 부품 사업 대비 높은 이익률이 기대된다. 1분기부터 미국의 슬롯머신 제조사인 Aruze향 매출이 발생했으며, 26년 이후 본격적인 고객사 및 프로젝트 확대가 전망된다. 목표주가 - - - EV 완속 충전기 시장 진출 EPS(24) 146 - - 하반기 EV 충전기 시장 개화에 따른 전장 사업부의 실적 개선을 전망한다. 금년 환경부는 급속 충전기 4,400기, 완속 충전기 91,000기에 설치 보조금을 지원할 계획이며, 동사가 생산하는 7kW 완속 충전기 보조금은 22년 160만원에서 220만원으로 상향되었다. 작년 말 급변한 정치적 변동으로 지연되었던 보조금 810 15,100 사업의 하반기 재개에 따른 시장 규모의 확대가 기대되는 시점이다.",2025-07-05 14:23:01
09078b29-7ff0-4246-8082-ac3319d63bd2,030200,KT,"2분기 기대 이상, 하반기도 좋다",2025-07-05,기업분석,김태현,IBK투자증권,매수,유지,72000.0,56800.0,26.8,"2분기 기대 이상, 하반기도 좋다 2Q25 영업이익, 시장 기대치 11% 상회할 듯 EBITDA 상향 조정을 반영해 목표주가를 72,000원으로 12.5% 상향한다. 2분기 연결 매출액과 영업이익은 각각 7조 1,317억원(+8.9% yoy), 9,129억원(+84.8% yoy)으로 목표주가 72,000원 컨센서스(7조 1,598억원 / 8,262억원)와 당사 기존 추정(7조 682억원 / 7,987억원) 대비 매출은 부합, 영업이익은 상회할 전망이다. 경쟁사 보안 사고로 인한 반사이익, 인건비 절감 효과, 예상보다 큰 부동산 분양 이익 반영 등이 긍정적으로 작용하겠 KOSPI (7/2) 3,075.06pt 액면가 5,000원 별도와 그룹사 모두 실적 개선 전망 별도 기준 매출액과 영업이익은 각각 4조 6,380억원(+2.0% yoy), 4,453억원 (+24.1% yoy)으로 예상된다. 경쟁사 신규 영업 정지로 인한 5G 가입자 유입 및 외국인 지분율 49.0% IPTV·인터넷 등 유선 가입자 증가로 외형이 소폭 성장할 전망이다. 확보비 등 마 배당수익률 (2025F) 4.5% 케팅 비용과 통상임금 확대(분기 +160억원) 영향이 있었지만, 구조조정의 인건비 절 감 효과(분기 -750억원)로 수익성 개선세도 이어질 것으로 보인다. 그룹사 매출은 2조 4,937억원(+24.8% yoy), 영업이익은 4,676억원(+245.9% yoy)으 주가상승 1M 6M 12M 로 추정된다. 자회사의 주상복합아파트 분양 이익이 1분기 27% 반영된 데 이어, 2분 기에는 입주 본격화로 50% 이상 반영될 전망이다. kt cloud도 급증하는 AI 수요와 맞물려 데이터센터 가동률이 90%를 상회하고, 계약 단가도 높아지고 있어 실적 개 선세가 이어질 전망이다. 가산·경북을 포함한 데이터센터는 올해 말 기준 16개(총 목표주가 72,000 64,000 ▲ 전력용량 162MW)로 증가하며, 2028년까지 262MW로 62% 확대될 계획이다. EPS(25) 7,239 6,868 ▲ EPS(26) 6,476 6,179 ▲ 하반기 AI 사업 확대로 R&D 비용 증가 가능성은 있으나, 인건비 절감, 저수익 사업 정리, 분양 이익 반영 등으로 이익 개선 흐름은 지속될 전망이다. 또한 CAPEX 축소 에 따른 잉여현금흐름 개선과 맞물려 결산 배당 확대 기대감도 유효하다. 참고로 2 (좌) (원) 월부터 진행된 2,500억원 규모의 자사주 매입은 6월 말 기준 약 80% 완료됐으며, 7",2025-07-05 14:23:05
7fbc8da3-dd13-4f73-9630-4e88d92aeab7,051500,CJ프레시웨이,"2분기 Down, 3분기 Up!",2025-07-05,기업분석,남성현,IBK투자증권,매수,유지,48000.0,48000.0,0.0,"2분기 Down, 3분기 Up! 2분기 기대치를 하회 CJ프레시웨이 2분기 실적은 당사의 당초 추정치를 하회할 것으로 예상한다. 연결기 준 2분기 매출액은 8,858억 원(전년동기대비 +9.2%), 영업이익 304억 원(전년동기 목표주가 48,000원 대비 +1.1%)을 기록할 것으로 추정한다. 2분기 매출액은 긍정적일 것으로 판단되는 데, 그러한 이유는 1) CJ제일제당향 원재료 공급이 빠르게 증가하고 있고, 2) 프랜차 이즈향 매출 성장이 이루어지고 있으며, 3) 인천공항 컨세션 운영에 따른 효과와, 4) KOSDAQ (7/4) 775.80pt 시가총액 338십억원 병원급식 공백에 따른 부분이 완화되고 있기 때문이다. 다만, 이익 측면에서는 ▶ 부진한 소비경기에 따른 저가 식자재 대응으로 인한 마진 감소와, ▶ 전용 상품 비중 확대, ▶프레시원(외식 식자재 자회사) 합병에 따른 비용 60일 일평균거래대금 1십억원 발생으로 이익 성장은 제한될 것으로 전망한다. 배당수익률 (2025F) 1.7% 업황 부진을 감안하면 긍정적, 3분기 이익 성장 가능할 전망 CJ 외 5 인 47.89% 2분기 이익 성장이 제한될 것으로 보이지만, 업황 부진을 감안하면 긍정적이라 판단 EFG PRIVATE BANK SA 10.95% 한다. 그렇게 판단하는 이유는 1) 프레시원 합병에 따른 비용을 감안할 경우 실질적 주가상승 1M 6M 12M 으로 이익 증가가 이루어질 가능성이 높고, 2) 전방산업 부진에도 프랜차이즈향 성장 이 이루어지고 있다는 점과, 3) 기존 외식 채널 이외 단체급식 및 컨세션 등 성과가 목표주가 48,000 48,000 - 3분기는 ▶ 계절적 성수기 진입과, ▶ 프레시원 합병에 따른 효율화, 그리고 ▶ 경 EPS(25) 3,956 6,721 ▼ 로별 식자재 매입 통합 효과, ▶ 추경에 따른 효과로 이익 성장이 가능할 전망이다. EPS(26) 5,797 5,514 ▲ 3분기 매출액은 8,981억 원(전년동기대비 +8.0%), 영업이익 337억 원(전년동기대비 CJ프레시웨이 주가추이 +19.4%)으로 추정한다. 910 30,000 투자의견 매수, 목표주가 4.8만원 유지",2025-07-05 14:23:07
